city,month,pm25_mean,pm25_median,pm25_sd,n_values,n_sensors
Birmingham,2018-11-01,12.943103448275862,10.7,9.94457501190914,29,1
Birmingham,2018-12-01,8.348461538461539,6.66,4.597670446917824,26,1
Birmingham,2019-01-01,12.046666666666667,10.3,7.189556528529635,27,1
Birmingham,2019-02-01,15.432222222222222,12,10.118483594709746,27,1
Birmingham,2019-03-01,9.116666666666667,6.17,8.052085329957672,30,1
Birmingham,2019-04-01,18.347333333333335,12.15,14.693315846830238,30,1
Birmingham,2019-05-01,7.475,7.115,2.6293250084384776,30,1
Birmingham,2019-06-01,6.102592592592593,5,4.432103678835031,27,1
Birmingham,2019-07-01,5.740666666666667,5.13,2.1964044808910224,30,1
Birmingham,2019-08-01,6.584666666666666,5.105,3.847894841682095,30,1
Birmingham,2019-09-01,4.886333333333333,4.625,1.9834374260330236,30,1
Birmingham,2019-10-01,5.657333333333334,5,2.631562972486298,30,1
Birmingham,2019-11-01,10.294137931034482,9.6,4.655894510680121,29,1
