city,date,pm25,n_sensors_reporting
Birmingham,2016-02-28,26.9,2
Birmingham,2016-03-01,18,2
Birmingham,2016-03-02,11.3,2
Birmingham,2016-03-03,4.855,2
Birmingham,2016-03-04,5.415,2
Birmingham,2016-03-05,6.105,2
Birmingham,2016-03-06,10.65,2
Birmingham,2016-03-07,10.25,2
Birmingham,2016-03-08,9.46,2
Birmingham,2016-03-09,11.9,2
Birmingham,2016-03-10,7.75,2
Birmingham,2016-03-11,6.875,2
Birmingham,2016-03-12,29.65,2
Birmingham,2016-03-13,46.7,2
Birmingham,2016-03-14,50.6,2
Birmingham,2016-03-15,32.7,2
Birmingham,2016-03-16,20.8,2
Birmingham,2016-03-17,16.05,2
Birmingham,2016-03-18,18.2,2
Birmingham,2016-03-19,28.95,2
Birmingham,2016-03-20,12.3,2
Birmingham,2016-03-21,10.59,2
Birmingham,2016-03-22,18.4,2
Birmingham,2016-03-23,17.65,2
Birmingham,2016-03-24,23.85,2
Birmingham,2016-03-25,21.950000000000003,2
Birmingham,2016-03-26,8.875,2
Birmingham,2016-03-27,7.335,2
Birmingham,2016-03-28,4.25,2
Birmingham,2016-03-29,4,2
Birmingham,2016-03-30,27.659999999999997,2
Birmingham,2016-03-31,12.335,2
Birmingham,2016-04-01,16.55,2
Birmingham,2016-04-02,10.21,2
Birmingham,2016-04-03,17.5,2
Birmingham,2016-04-04,23.5,1
Birmingham,2016-04-06,6.67,1
Birmingham,2016-04-07,4.5,2
Birmingham,2016-04-08,9.125,2
Birmingham,2016-04-09,7.46,2
Birmingham,2016-04-10,8.834999999999999,2
Birmingham,2016-04-11,18.200000000000003,2
Birmingham,2016-04-12,26.15,2
Birmingham,2016-04-13,14.100000000000001,2
Birmingham,2016-04-14,18.5,2
Birmingham,2016-04-15,18.35,2
Birmingham,2016-04-16,9.48,2
Birmingham,2016-04-17,7.02,2
Birmingham,2016-04-18,6.5600000000000005,2
Birmingham,2016-04-19,7.13,2
Birmingham,2016-04-20,10.135,2
Birmingham,2016-04-21,12.15,2
Birmingham,2016-04-22,11.7,2
Birmingham,2016-04-23,8.4,2
Birmingham,2016-04-24,6.88,2
Birmingham,2016-04-25,7.105,2
Birmingham,2016-04-26,5.1899999999999995,2
Birmingham,2016-04-27,7.8149999999999995,2
Birmingham,2016-04-28,9,2
Birmingham,2016-04-29,5.155,2
Birmingham,2016-04-30,4.875,2
Birmingham,2016-05-01,8.085,2
Birmingham,2016-05-02,7.955,2
Birmingham,2016-05-03,6.585,2
Birmingham,2016-05-04,9.765,2
Birmingham,2016-05-05,12,2
Birmingham,2016-05-06,18.05,2
Birmingham,2016-05-07,31.8,2
Birmingham,2016-05-08,27.9,2
Birmingham,2016-05-09,17.8,2
Birmingham,2016-05-10,21.9,2
Birmingham,2016-05-11,27.85,2
Birmingham,2016-05-12,33.25,2
Birmingham,2016-05-13,22.05,2
Birmingham,2016-05-14,11.265,2
Birmingham,2016-05-15,11.3,2
Birmingham,2016-05-16,9.8,2
Birmingham,2016-05-17,11.035,2
Birmingham,2016-05-18,9.37,2
Birmingham,2016-05-19,8.875,2
Birmingham,2016-05-20,8.775,2
Birmingham,2016-05-21,8.02,2
Birmingham,2016-05-22,7.039999999999999,2
Birmingham,2016-05-23,7.539999999999999,2
Birmingham,2016-05-24,8.895,2
Birmingham,2016-05-25,7.8549999999999995,2
Birmingham,2016-05-26,9.76,2
Birmingham,2016-05-27,15.9,2
Birmingham,2016-05-28,16.5,2
Birmingham,2016-05-29,19.35,2
Birmingham,2016-05-30,15.149999999999999,2
Birmingham,2016-05-31,9.115,2
Birmingham,2016-06-01,9.315000000000001,2
Birmingham,2016-06-02,10.95,2
Birmingham,2016-06-03,12.75,2
Birmingham,2016-06-04,21.25,2
Birmingham,2016-06-05,24.6,2
Birmingham,2016-06-06,15.5,2
Birmingham,2016-06-07,12.95,2
Birmingham,2016-06-08,21.6,2
Birmingham,2016-06-09,19.3,2
Birmingham,2016-06-10,18.799999999999997,2
Birmingham,2016-06-11,21.1,2
Birmingham,2016-06-12,14.3,2
Birmingham,2016-06-13,7.955,2
Birmingham,2016-06-14,8.13,2
Birmingham,2016-06-15,7.355,2
Birmingham,2016-06-16,11.149999999999999,2
Birmingham,2016-06-17,12.7,2
Birmingham,2016-06-18,9,2
Birmingham,2016-06-19,10.145,2
Birmingham,2016-06-20,6.355,2
Birmingham,2016-06-21,8.125,2
Birmingham,2016-06-22,8.375,2
Birmingham,2016-06-23,9.065000000000001,2
Birmingham,2016-06-24,9.455,2
Birmingham,2016-06-25,7.395,2
Birmingham,2016-06-26,8.184999999999999,2
Birmingham,2016-06-27,7.5,2
Birmingham,2016-06-28,8.895,2
Birmingham,2016-06-29,8.045,2
Birmingham,2016-06-30,8.06,2
Birmingham,2016-07-01,6.85,2
Birmingham,2016-07-02,5.75,2
Birmingham,2016-07-03,7.5,2
Birmingham,2016-07-04,9.75,2
Birmingham,2016-07-05,7.045,2
Birmingham,2016-07-06,7.355,2
Birmingham,2016-07-07,8.665,2
Birmingham,2016-07-08,8.145,2
Birmingham,2016-07-09,10.045,2
Birmingham,2016-07-10,8.38,2
Birmingham,2016-07-11,6.415,2
Birmingham,2016-07-12,6.71,2
Birmingham,2016-07-13,8.415,2
Birmingham,2016-07-14,7,2
Birmingham,2016-07-15,7.585,2
Birmingham,2016-07-16,7.52,2
Birmingham,2016-07-17,8.02,2
Birmingham,2016-07-18,8.58,2
Birmingham,2016-07-19,13.2,2
Birmingham,2016-07-20,14.6,2
Birmingham,2016-07-21,10.7,1
Birmingham,2016-07-26,8.84,2
Birmingham,2016-07-27,8.5,2
Birmingham,2016-07-28,7.915,2
Birmingham,2016-07-29,7.5649999999999995,2
Birmingham,2016-07-30,7.8149999999999995,2
Birmingham,2016-07-31,7.625,2
Birmingham,2016-08-01,7.96,2
Birmingham,2016-08-02,6.805,2
Birmingham,2016-08-03,6.945,2
Birmingham,2016-08-04,6.88,1
Birmingham,2016-08-05,6.645,2
Birmingham,2016-08-06,7.375,2
Birmingham,2016-08-07,7.23,2
Birmingham,2016-08-08,7.5,2
Birmingham,2016-08-09,8.75,2
Birmingham,2016-08-10,7.955,2
Birmingham,2016-08-11,6.835000000000001,2
Birmingham,2016-08-12,7.2700000000000005,2
Birmingham,2016-08-13,5.46,2
Birmingham,2016-08-14,4.98,2
Birmingham,2016-08-15,7.605,2
Birmingham,2016-08-16,7.9399999999999995,2
Birmingham,2016-08-17,10.5,2
Birmingham,2016-08-18,15.2,2
Birmingham,2016-08-19,14.6,2
Birmingham,2016-08-20,7.21,2
Birmingham,2016-08-21,3.835,2
Birmingham,2016-08-22,4.48,2
Birmingham,2016-08-23,6.3149999999999995,2
Birmingham,2016-08-24,9.375,2
Birmingham,2016-08-25,12.35,2
Birmingham,2016-08-26,20,2
Birmingham,2016-08-27,8.675,2
Birmingham,2016-08-28,9.105,2
Birmingham,2016-08-29,7.67,2
Birmingham,2016-08-30,8.46,2
Birmingham,2016-08-31,9.25,2
Birmingham,2016-09-01,7.65,2
Birmingham,2016-09-02,6.085,2
Birmingham,2016-09-03,5.395,2
Birmingham,2016-09-04,3.73,2
Birmingham,2016-09-05,4.415,2
Birmingham,2016-09-06,6.23,2
Birmingham,2016-09-07,9.21,2
Birmingham,2016-09-08,12.55,2
Birmingham,2016-09-09,6.48,2
Birmingham,2016-09-10,5.0649999999999995,2
Birmingham,2016-09-11,5.3149999999999995,2
Birmingham,2016-09-12,5.545,2
Birmingham,2016-09-13,10.36,2
Birmingham,2016-09-14,28.1,2
Birmingham,2016-09-15,37.75,2
Birmingham,2016-09-16,27.45,2
Birmingham,2016-09-17,5.48,2
Birmingham,2016-09-18,9.525,2
Birmingham,2016-09-19,8.815,2
Birmingham,2016-09-20,8.4,2
Birmingham,2016-09-21,13.9,2
Birmingham,2016-09-22,11.4,2
Birmingham,2016-09-23,6.645,2
Birmingham,2016-09-24,5.5600000000000005,2
Birmingham,2016-09-25,6.5,2
Birmingham,2016-09-26,5.78,2
Birmingham,2016-09-27,5.9,2
Birmingham,2016-09-28,6.98,2
Birmingham,2016-09-29,5.605,2
Birmingham,2016-09-30,6,2
Birmingham,2016-10-01,7.46,2
Birmingham,2016-10-02,7.355,2
Birmingham,2016-10-03,11.55,2
Birmingham,2016-10-04,9.5,2
Birmingham,2016-10-05,9.32,2
Birmingham,2016-10-06,6.67,2
Birmingham,2016-10-07,5.75,2
Birmingham,2016-10-08,7.605,2
Birmingham,2016-10-09,7.125,2
Birmingham,2016-10-10,6.98,2
Birmingham,2016-10-11,7.835,2
Birmingham,2016-10-12,6.52,2
Birmingham,2016-10-13,5.79,2
Birmingham,2016-10-14,11.75,2
Birmingham,2016-10-15,18.1,2
Birmingham,2016-10-16,8.48,2
Birmingham,2016-10-17,4.545,2
Birmingham,2016-10-18,4.9350000000000005,2
Birmingham,2016-10-19,4.415,2
Birmingham,2016-10-20,6.0649999999999995,2
Birmingham,2016-10-21,10.52,2
Birmingham,2016-10-22,12.25,2
Birmingham,2016-10-23,9.965,2
Birmingham,2016-10-24,5.645,2
Birmingham,2016-10-25,8,2
Birmingham,2016-10-26,19.799999999999997,2
Birmingham,2016-10-27,12.4,2
Birmingham,2016-10-28,8.085,2
Birmingham,2016-10-29,8.855,2
Birmingham,2016-10-31,8.5,2
Birmingham,2016-11-10,10.95,2
Birmingham,2016-11-11,8.335,2
Birmingham,2016-11-12,8.27,2
Birmingham,2016-11-13,9.065000000000001,2
Birmingham,2016-11-14,8.79,2
Birmingham,2016-11-15,12,2
Birmingham,2016-11-16,8.085,2
Birmingham,2016-11-17,6.75,2
Birmingham,2016-11-18,5.73,2
Birmingham,2016-11-19,4.275,2
Birmingham,2016-11-20,5.525,2
Birmingham,2016-11-21,7.7299999999999995,2
Birmingham,2016-11-22,11.2,2
Birmingham,2016-11-23,6.67,2
Birmingham,2016-11-24,12.07,2
Birmingham,2016-11-26,4.0649999999999995,2
Birmingham,2016-11-27,7.21,2
Birmingham,2016-11-28,17.15,2
Birmingham,2016-11-29,9.440000000000001,2
Birmingham,2016-11-30,18.1,2
Birmingham,2016-12-01,41.25,2
Birmingham,2016-12-02,35.4,2
Birmingham,2016-12-03,26.2,2
Birmingham,2016-12-04,15.55,2
Birmingham,2016-12-05,9.64,2
Birmingham,2016-12-06,20.95,2
Birmingham,2016-12-07,45.7,2
Birmingham,2016-12-08,27.75,2
Birmingham,2016-12-09,14.5,2
Birmingham,2016-12-10,12.25,2
Birmingham,2016-12-11,11.2,2
Birmingham,2016-12-12,7.4399999999999995,2
Birmingham,2016-12-13,9.58,2
Birmingham,2016-12-14,10.55,2
Birmingham,2016-12-15,13.65,2
Birmingham,2016-12-16,20.6,2
Birmingham,2016-12-17,24.3,2
Birmingham,2016-12-18,25.55,2
Birmingham,2016-12-19,17.9,2
Birmingham,2016-12-20,17,2
Birmingham,2016-12-21,25,2
Birmingham,2016-12-22,15.8,2
Birmingham,2016-12-23,9.75,2
Birmingham,2016-12-24,8.5,2
Birmingham,2016-12-26,4.375,2
Birmingham,2016-12-27,3.04,2
Birmingham,2016-12-28,9.415,2
Birmingham,2016-12-29,27.15,2
Birmingham,2016-12-30,25.65,2
Birmingham,2016-12-31,24.05,2
Birmingham,2017-01-01,17.2,2
Birmingham,2017-01-02,12.15,2
Birmingham,2017-01-03,5.73,2
Birmingham,2017-01-04,8.605,2
Birmingham,2017-01-05,5.21,2
Birmingham,2017-01-06,14.25,2
Birmingham,2017-01-07,24.2,2
Birmingham,2017-01-08,16.05,2
Birmingham,2017-01-09,20.200000000000003,2
Birmingham,2017-01-10,11.75,2
Birmingham,2017-01-11,6.27,2
Birmingham,2017-01-12,7.71,2
Birmingham,2017-01-13,5.71,2
Birmingham,2017-01-14,4.23,2
Birmingham,2017-01-15,4.525,2
Birmingham,2017-01-16,6.0600000000000005,2
Birmingham,2017-01-17,6.04,2
Birmingham,2017-01-18,11.435,2
Birmingham,2017-01-19,25.1,1
Birmingham,2017-01-20,33.6,1
Birmingham,2017-01-21,20.3,1
Birmingham,2017-01-22,19.9,1
Birmingham,2017-01-23,32.8,1
Birmingham,2017-01-25,41.099999999999994,2
Birmingham,2017-01-26,25.1,2
Birmingham,2017-01-27,26.35,2
Birmingham,2017-01-28,45.75,2
Birmingham,2017-01-29,27.75,2
Birmingham,2017-01-30,8.75,2
Birmingham,2017-01-31,15.8,2
Birmingham,2017-02-01,14.25,2
Birmingham,2017-02-02,8.79,2
Birmingham,2017-02-03,6.8149999999999995,2
Birmingham,2017-02-04,8.255,2
Birmingham,2017-02-05,6.645,2
Birmingham,2017-02-06,10.35,2
Birmingham,2017-02-07,22.35,2
Birmingham,2017-02-08,12.25,2
Birmingham,2017-02-09,15.2,2
Birmingham,2017-02-10,17.6,2
Birmingham,2017-02-11,23.4,2
Birmingham,2017-02-12,18.95,2
Birmingham,2017-02-13,24.25,2
Birmingham,2017-02-14,46.15,2
Birmingham,2017-02-16,29.5,1
Birmingham,2017-02-17,14,1
Birmingham,2017-02-18,10.5,1
Birmingham,2017-02-19,17,1
Birmingham,2017-02-20,20.9,1
Birmingham,2017-02-21,6.38,1
Birmingham,2017-02-22,4.08,1
Birmingham,2017-02-24,4.1850000000000005,2
Birmingham,2017-02-25,4.5,1
Birmingham,2017-02-26,6.33,1
Birmingham,2017-02-27,4,1
Birmingham,2017-02-28,5.295,2
Birmingham,2017-03-01,5.09,2
Birmingham,2017-03-02,5.88,1
Birmingham,2017-03-03,6.4399999999999995,2
Birmingham,2017-03-04,7.915,2
Birmingham,2017-03-05,9,1
Birmingham,2017-03-06,5.13,1
Birmingham,2017-03-07,6.46,2
Birmingham,2017-03-08,8.17,1
Birmingham,2017-03-09,6.25,1
Birmingham,2017-03-10,9.08,1
Birmingham,2017-03-11,11.7,2
Birmingham,2017-03-12,16.8,1
Birmingham,2017-03-13,20,1
Birmingham,2017-03-14,9.170000000000002,2
Birmingham,2017-03-15,10.6,1
Birmingham,2017-03-16,9.29,2
Birmingham,2017-03-17,17.55,2
Birmingham,2017-03-18,7.195,2
Birmingham,2017-03-19,3.04,1
Birmingham,2017-03-20,4.96,1
Birmingham,2017-03-21,4.23,2
Birmingham,2017-03-22,4.665,2
Birmingham,2017-03-23,6.42,1
Birmingham,2017-03-24,16.8,2
Birmingham,2017-03-26,13.6,1
Birmingham,2017-03-27,14.4,2
Birmingham,2017-03-28,34.3,2
Birmingham,2017-03-29,12.9,2
Birmingham,2017-03-30,7.105,2
Birmingham,2017-03-31,10.75,2
Birmingham,2017-04-01,6.75,1
Birmingham,2017-04-02,6.5,1
Birmingham,2017-04-03,19.45,2
Birmingham,2017-04-04,10.65,2
Birmingham,2017-04-05,8.13,1
Birmingham,2017-04-06,9.365,2
Birmingham,2017-04-07,11.51,2
Birmingham,2017-04-08,22.85,2
Birmingham,2017-04-09,26.65,2
Birmingham,2017-04-10,14.4,2
Birmingham,2017-04-11,6.105,2
Birmingham,2017-04-12,7.04,2
Birmingham,2017-04-13,6.115,2
Birmingham,2017-04-25,5,2
Birmingham,2017-04-26,5.1899999999999995,2
Birmingham,2017-04-27,8.23,2
Birmingham,2017-04-28,7.605,2
Birmingham,2017-04-29,8.835,2
Birmingham,2017-04-30,15.95,2
Birmingham,2017-05-01,13.25,2
Birmingham,2017-05-02,9.809999999999999,2
Birmingham,2017-05-03,16.35,2
Birmingham,2017-05-04,14.55,2
Birmingham,2017-05-05,10.649999999999999,2
Birmingham,2017-05-06,10.34,2
Birmingham,2017-05-07,14.9,2
Birmingham,2017-05-08,12.45,2
Birmingham,2017-05-09,12.4,2
Birmingham,2017-05-10,13.95,2
Birmingham,2017-05-11,19,2
Birmingham,2017-05-12,25.75,2
Birmingham,2017-05-13,12.45,2
Birmingham,2017-05-14,8.440000000000001,2
Birmingham,2017-05-15,6.52,2
Birmingham,2017-05-16,6.605,2
Birmingham,2017-05-17,7.0649999999999995,2
Birmingham,2017-05-18,8.915,2
Birmingham,2017-05-19,10.4,2
Birmingham,2017-05-20,8.335,2
Birmingham,2017-05-21,6.83,2
Birmingham,2017-05-22,10.485,2
Birmingham,2017-05-23,12,2
Birmingham,2017-05-24,8.98,2
Birmingham,2017-05-25,16.65,2
Birmingham,2017-05-26,13.55,2
Birmingham,2017-05-27,14.9,2
Birmingham,2017-05-28,8.940000000000001,2
Birmingham,2017-05-29,11.45,2
Birmingham,2017-05-30,10.75,2
Birmingham,2017-05-31,6.48,2
Birmingham,2017-06-01,9.940000000000001,2
Birmingham,2017-06-02,10.6,2
Birmingham,2017-06-03,7.98,2
Birmingham,2017-06-04,5.855,2
Birmingham,2017-06-05,6.395,2
Birmingham,2017-06-06,4.89,2
Birmingham,2017-06-07,5.92,1
Birmingham,2017-06-08,6.5,1
Birmingham,2017-06-09,7.21,1
Birmingham,2017-06-10,8.71,1
Birmingham,2017-06-11,7.25,1
Birmingham,2017-06-12,7.83,1
Birmingham,2017-06-13,8.25,1
Birmingham,2017-06-14,10.9,1
Birmingham,2017-06-15,12.7,1
Birmingham,2017-06-16,9.5,1
Birmingham,2017-06-17,11.7,1
Birmingham,2017-06-18,12.3,1
Birmingham,2017-06-19,16.4,1
Birmingham,2017-06-20,20.9,1
Birmingham,2017-06-21,22,1
Birmingham,2017-06-22,20,1
Birmingham,2017-06-23,8.95,1
Birmingham,2017-06-24,6.71,1
Birmingham,2017-06-25,7.04,1
Birmingham,2017-06-26,7.33,1
Birmingham,2017-06-27,9.67,1
Birmingham,2017-06-28,10.7,1
Birmingham,2017-06-29,6.79,1
Birmingham,2017-06-30,8.79,1
Birmingham,2017-07-01,11,1
Birmingham,2017-07-02,9.04,1
Birmingham,2017-07-03,8.92,1
Birmingham,2017-07-04,8.42,1
Birmingham,2017-07-05,7.58,1
Birmingham,2017-07-06,11.2,1
Birmingham,2017-07-07,13.5,1
Birmingham,2017-07-08,9.5,1
Birmingham,2017-07-09,9.88,1
Birmingham,2017-07-10,9.38,1
Birmingham,2017-07-11,8.75,1
Birmingham,2017-07-12,9.04,1
Birmingham,2017-07-13,9.13,1
Birmingham,2017-07-14,8,1
Birmingham,2017-07-15,7.71,1
Birmingham,2017-07-16,7.46,1
Birmingham,2017-07-17,8.71,1
Birmingham,2017-07-18,11.8,1
Birmingham,2017-07-19,14.8,1
Birmingham,2017-07-20,13.2,1
Birmingham,2017-08-10,11,1
Birmingham,2017-08-11,12.1,1
Birmingham,2017-08-12,7.24,1
Birmingham,2017-08-13,7.53,1
Birmingham,2017-08-14,10.9,1
Birmingham,2017-08-15,9.91,1
Birmingham,2017-08-16,8.67,1
Birmingham,2017-08-17,7.86,1
Birmingham,2017-08-18,8.09,1
Birmingham,2017-08-19,6.32,1
Birmingham,2017-08-20,9.11,1
Birmingham,2017-08-21,12,1
Birmingham,2017-08-22,12.3,1
Birmingham,2017-08-23,18,1
Birmingham,2017-08-24,9.91,1
Birmingham,2017-08-25,9.05,1
Birmingham,2017-08-26,12.3,1
Birmingham,2017-08-27,11,1
Birmingham,2017-08-28,14.3,1
Birmingham,2017-08-29,11.5,1
Birmingham,2017-08-30,11,1
Birmingham,2017-09-05,5.76,1
Birmingham,2017-09-06,8.47,1
Birmingham,2017-09-07,11.9,1
Birmingham,2017-09-08,7.55,1
Birmingham,2017-09-09,7.29,1
Birmingham,2017-09-10,6.67,1
Birmingham,2017-09-11,5.22,1
Birmingham,2017-09-12,5.57,1
Birmingham,2017-09-13,5.43,1
Birmingham,2017-09-14,5.48,1
Birmingham,2017-09-15,6.68,1
Birmingham,2017-09-16,7.88,1
Birmingham,2017-09-17,9.95,1
Birmingham,2017-09-18,8.83,1
Birmingham,2017-09-21,7.15,1
Birmingham,2017-09-22,8.26,1
Birmingham,2017-09-23,6.61,1
Birmingham,2017-09-24,12.4,1
Birmingham,2017-09-25,20.3,1
Birmingham,2017-09-26,34.6,1
Birmingham,2017-09-27,34.6,1
Birmingham,2017-09-28,14.9,1
Birmingham,2017-09-29,8.86,1
Birmingham,2017-09-30,8.5,1
Birmingham,2017-10-01,5.77,1
Birmingham,2017-10-02,7.95,1
Birmingham,2017-10-03,7.22,1
Birmingham,2017-10-04,6.85,1
Birmingham,2017-10-05,6.38,1
Birmingham,2017-10-06,6.75,1
Birmingham,2017-10-07,7.1,1
Birmingham,2017-10-08,5.62,1
Birmingham,2017-10-09,10.4,1
Birmingham,2017-10-10,8.25,1
Birmingham,2017-10-11,6.05,1
Birmingham,2017-10-12,6.13,1
Birmingham,2017-10-13,7.41,1
Birmingham,2017-10-14,8.59,1
Birmingham,2017-10-15,14.3,1
Birmingham,2017-10-16,21.8,1
Birmingham,2017-10-17,12.1,1
Birmingham,2017-10-18,10.7,1
Birmingham,2017-10-19,18,1
Birmingham,2017-10-20,17,1
Birmingham,2017-10-21,7.45,1
Birmingham,2017-10-22,5.65,1
Birmingham,2017-10-23,6.18,1
Birmingham,2017-10-24,7.26,1
Birmingham,2017-10-25,6.74,1
Birmingham,2017-10-26,14.2,1
Birmingham,2017-10-27,12.8,1
Birmingham,2017-10-28,12.5,1
Birmingham,2017-10-30,6.59,1
Birmingham,2017-10-31,11.6,1
Birmingham,2017-11-01,13.3,1
Birmingham,2017-11-02,15.5,1
Birmingham,2017-11-03,22.1,1
Birmingham,2017-11-04,24.1,1
Birmingham,2017-11-05,28.8,1
Birmingham,2017-11-06,22.6,1
Birmingham,2017-11-07,40.3,1
Birmingham,2017-11-08,12.1,1
Birmingham,2017-11-09,10.5,1
Birmingham,2017-11-10,12.4,1
Birmingham,2017-11-11,9.05,1
Birmingham,2017-11-12,9.45,1
Birmingham,2017-11-13,15,1
Birmingham,2017-11-14,7,1
Birmingham,2017-11-15,9.47,1
Birmingham,2017-11-16,11.6,1
Birmingham,2017-11-17,13.5,1
Birmingham,2017-11-18,14.3,1
Birmingham,2017-11-19,10.3,1
Birmingham,2017-11-21,12.2,1
Birmingham,2017-11-22,8.35,1
Birmingham,2017-11-23,8.6,1
Birmingham,2017-11-24,8.37,1
Birmingham,2017-11-25,8.95,1
Birmingham,2017-11-26,10.7,1
Birmingham,2017-11-27,7.33,1
Birmingham,2017-11-28,6.74,1
Birmingham,2017-11-29,6.71,1
Birmingham,2017-11-30,10.5,1
Birmingham,2017-12-01,11.1,1
Birmingham,2017-12-02,7,1
Birmingham,2017-12-03,12,1
Birmingham,2017-12-04,11.9,1
Birmingham,2017-12-05,8.95,1
Birmingham,2017-12-06,8.67,1
Birmingham,2017-12-07,6.78,1
Birmingham,2017-12-08,7.3,1
Birmingham,2017-12-09,5.81,1
Birmingham,2017-12-10,5.58,1
Birmingham,2017-12-11,11,1
Birmingham,2017-12-12,11.3,1
Birmingham,2017-12-13,15.3,1
Birmingham,2017-12-14,11.4,1
Birmingham,2017-12-15,6.14,1
Birmingham,2017-12-16,7.37,1
Birmingham,2017-12-17,8.56,1
Birmingham,2017-12-18,12,1
Birmingham,2017-12-19,11.2,1
Birmingham,2017-12-21,18.4,1
Birmingham,2017-12-22,14.8,1
Birmingham,2017-12-23,11.1,1
Birmingham,2017-12-24,8.33,1
Birmingham,2017-12-25,6.71,1
Birmingham,2017-12-26,5.82,1
Birmingham,2017-12-27,5.94,1
Birmingham,2017-12-28,5.04,1
Birmingham,2017-12-29,6.1,1
Birmingham,2017-12-30,11.6,1
Birmingham,2017-12-31,8.14,1
Birmingham,2018-01-01,9.44,1
Birmingham,2018-01-02,6.64,1
Birmingham,2018-01-03,6.21,1
Birmingham,2018-01-04,8.62,1
Birmingham,2018-01-05,9.71,1
Birmingham,2018-01-06,6.63,1
Birmingham,2018-01-07,17.1,1
Birmingham,2018-01-08,8.67,1
Birmingham,2018-01-09,9.24,1
Birmingham,2018-01-10,22.7,1
Birmingham,2018-01-11,19.6,1
Birmingham,2018-01-12,21.7,1
Birmingham,2018-01-13,28.8,1
Birmingham,2018-01-14,24.5,1
Birmingham,2018-01-15,27.2,1
Birmingham,2018-01-16,17,1
Birmingham,2018-01-17,5.5,1
Birmingham,2018-01-18,5.9,1
Birmingham,2018-01-20,5.86,1
Birmingham,2018-01-21,8.86,1
Birmingham,2018-01-22,19.4,1
Birmingham,2018-01-23,12.2,1
Birmingham,2018-01-24,7.5,1
Birmingham,2018-01-25,5.78,1
Birmingham,2018-01-26,7.05,1
Birmingham,2018-01-27,11.1,1
Birmingham,2018-01-28,16.3,1
Birmingham,2018-01-29,7.55,1
Birmingham,2018-01-30,4.85,1
Birmingham,2018-01-31,9.89,1
Birmingham,2018-02-01,8.67,1
Birmingham,2018-02-02,6.38,1
Birmingham,2018-02-03,7.35,1
Birmingham,2018-02-04,11.6,1
Birmingham,2018-02-05,10.1,1
Birmingham,2018-02-06,8.21,1
Birmingham,2018-02-07,13.1,1
Birmingham,2018-02-11,8.71,1
Birmingham,2018-02-12,5.93,1
Birmingham,2018-02-13,5.67,1
Birmingham,2018-02-14,7.5,1
Birmingham,2018-02-15,10.7,1
Birmingham,2018-02-16,8.83,1
Birmingham,2018-02-17,8.73,1
Birmingham,2018-02-19,16.9,1
Birmingham,2018-02-20,15.3,1
Birmingham,2018-02-21,13.8,1
Birmingham,2018-02-23,24,1
Birmingham,2018-02-24,28.5,1
Birmingham,2018-02-25,25.1,1
Birmingham,2018-02-26,19.5,1
Birmingham,2018-02-27,11.7,1
Birmingham,2018-02-28,9.75,1
Birmingham,2018-03-01,10.3,1
Birmingham,2018-03-02,21,1
Birmingham,2018-03-03,25.6,1
Birmingham,2018-03-04,50.3,1
Birmingham,2018-03-05,48.2,1
Birmingham,2018-03-06,16.7,1
Birmingham,2018-03-07,14.1,1
Birmingham,2018-03-08,17,1
Birmingham,2018-03-09,8,1
Birmingham,2018-03-10,9.64,1
Birmingham,2018-03-11,12.7,1
Birmingham,2018-03-12,13.6,1
Birmingham,2018-03-13,13.9,1
Birmingham,2018-03-14,11.8,1
Birmingham,2018-03-15,13.2,1
Birmingham,2018-03-16,14.4,1
Birmingham,2018-03-17,17.3,1
Birmingham,2018-03-18,15.8,1
Birmingham,2018-03-19,14.3,1
Birmingham,2018-03-21,10.7,1
Birmingham,2018-03-22,16.2,1
Birmingham,2018-03-23,12.5,1
Birmingham,2018-03-24,10.6,1
Birmingham,2018-03-25,16.2,1
Birmingham,2018-03-26,11.2,1
Birmingham,2018-03-27,8.41,1
Birmingham,2018-03-28,8.28,1
Birmingham,2018-03-29,9.67,1
Birmingham,2018-03-30,9.5,1
Birmingham,2018-03-31,10.1,1
Birmingham,2018-04-01,9.4,1
Birmingham,2018-04-02,11.7,1
Birmingham,2018-04-03,9.71,1
Birmingham,2018-04-04,9.13,1
Birmingham,2018-04-05,6.88,1
Birmingham,2018-04-06,11,1
Birmingham,2018-04-07,21.1,1
Birmingham,2018-04-08,27,1
Birmingham,2018-04-09,20.8,1
Birmingham,2018-04-10,13.4,1
Birmingham,2018-04-11,33.6,1
Birmingham,2018-04-12,25.8,1
Birmingham,2018-04-13,22.4,1
Birmingham,2018-04-14,23,1
Birmingham,2018-04-15,31.9,1
Birmingham,2018-04-16,12.4,1
Birmingham,2018-04-17,11,1
Birmingham,2018-04-18,12,1
Birmingham,2018-04-19,18.9,1
Birmingham,2018-04-20,22,1
Birmingham,2018-04-21,22.4,1
Birmingham,2018-04-22,21.6,1
Birmingham,2018-04-23,10.8,1
Birmingham,2018-04-24,6.86,1
Birmingham,2018-04-25,7.95,1
Birmingham,2018-04-26,7,1
Birmingham,2018-04-27,8.26,1
Birmingham,2018-04-28,11.1,1
Birmingham,2018-04-29,8,1
Birmingham,2018-04-30,7.78,1
Birmingham,2018-05-01,9.5,1
Birmingham,2018-05-02,7.35,1
Birmingham,2018-05-03,8.87,1
Birmingham,2018-05-04,11.4,1
Birmingham,2018-05-05,16.3,1
Birmingham,2018-05-06,24.8,1
